Response ID,What year were you born?  ,What is your gender?  ,"How long have you been in your current job?  If you have more than one job, please answer all questions for your main job.  ",Which of the following best describes your industry?  ,Which of the following best describes your current occupation?  ,How many people are currently employed by your organisation?   ,Which of the following best describes your household?  ,Metro or Regional,"Thinking about your current job, how much of your work time did you spend working remotely in the last quarter of last year?   This means October-December 2020  If you work a 5 day week, each day of remote working equals 20% of your time.  ","How much of your work time would you have preferred to work remotely during the last quarter of last year?   This means October-December 2020  If you work a 5 day week, each day of remote working equals 20% of your time.  ","Thinking about your current job, how much of your work time have you spent working remotely this year?  If you work a 5 day week, each day of remote working equals 20% of your time.  ","How much of your work time would you have preferred to work remotely so far this year?  If you work a 5 day week, each day of remote working equals 20% of your time.  ","Imagine that COVID-19 is cured or eradicated.   Going forward, how much of your work time would you prefer to work remotely?  If you work a 5 day week, each day of remote working equals 20% of your time.  ",These questions are about the remote working arrangements in your organisation.  Has your employer changed or updated their policy on remote work since COVID-19?   This means since February/March 2020  ,"In the past 6 months, have you ever worked part of your day remotely, and part of it at your employer’s workplace?",How often do you work this way?  ,How often would you like to work this way?  ,Does your employer have a policy that workers must be at the employer’s workplace some of the time?  ,"How much of your work time does your employer’s policy require you to be at their workplace?  If you work a 5 day week, 1 day equals 20% of your work time.  ","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - My employer’s remote working policy suits me","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - I get to choose how much work I do remotely","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - I choose which days I work remotely","Thinking about your employer’s policy on remote working, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - My direct manager has discretion to allow or deny remote work",How do you feel about your employer’s remote working policy?  ,"Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - My organisation encouraged people to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - My organisation was well prepared for me to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - It was common for people in my organisation to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - It was easy to get permission to work remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - I could easily collaborate with colleagues when working remotely","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - Working remotely reduces my chances of promotion","Thinking about remote working in the last 6 months, how strongly do you agree or disagree with the following statements?   Please select a single response per row   - I take more regular breaks while working remotely",Do you think remote working is a positive or a negative for your employer?  ,Who is most supportive of remote working in your organisation?  ,Imagine that COVID-19 is cured or eradicated.    How likely would you consider the following statements?   - My employer would encourage more remote working,Imagine that COVID-19 is cured or eradicated.    How likely would you consider the following statements?   - My employer would make changes to support remote working,Imagine that COVID-19 is cured or eradicated.    How likely would you consider the following statements?   - I would have more choice about whether I work remotely,"Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities?   For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Preparing for work and commuting","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities?   For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Working","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities?   For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Caring and domestic responsibilities","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities?   For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Personal and family time","Think about your experience this year. On a day when you attend your employer's workplace, how many hours would you spend doing the following activities?   For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Sleep","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities?  For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Preparing for work and commuting","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities?  For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Working","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities?  For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Caring and domestic responsibilities","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities?  For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Personal and family time","Think about your experience this year. On a day when you work remotely, how many hours would you spend doing the following activities?  For example, a response of ‘1’ means 1 hour.  A response of ‘0.5’ means half an hour.   Your responses should add to 24 hours.   - Sleep","Imagine your employer offered you the option to work remotely whenever you chose, in return for negotiating a pay cut that you both agree on.  Would you be interested in negotiating?   ",What is the biggest pay cut you would accept?   Please give your answer as a percentage.  ,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - My caring responsibilities,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Connectivity (for example internet),Have the following barriers to remote working improved or worsened for you over the past 6 months?   - My organisation's software and systems,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Difficulty collaborating remotely,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Poor management,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - IT equipment (computer or printer),Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Feeling left out and/or isolated,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Extra costs,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Cyber security,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - I have tasks that can't be done remotely,"Have the following barriers to remote working improved or worsened for you over the past 6 months?   - My workspace (e.g. suitable chair, lighting, noise levels, facilities)",Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Motivation,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Management discourages remote working,"Have the following barriers to remote working improved or worsened for you over the past 6 months?   - My living situation (e.g. location, home size, who I live with)",Have the following barriers to remote working improved or worsened for you over the past 6 months?   - Lack of remote working skills,Have the following barriers to remote working improved or worsened for you over the past 6 months?   - My health and safety when working remotely,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Interruptions ; Difficulty collaborating with remote colleagues ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Interruptions ; Difficulty collaborating with remote colleagues ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Connectivity/internet issues ; Lack of appropriate work and meeting spaces ; Problems with audio-visual setup ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Connectivity/internet issues ; Lack of appropriate work and meeting spaces ; Problems with audio-visual setup ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Interruptions ; Connectivity/internet issues ; Lack of appropriate work and meeting spaces ; Difficulty innovating,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Interruptions ; Connectivity/internet issues ; Lack of appropriate work and meeting spaces ; Difficulty innovating,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Connectivity/internet issues ; Difficulty collaborating with remote colleagues ; Difficulty innovating ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Connectivity/internet issues ; Difficulty collaborating with remote colleagues ; Difficulty innovating ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Interruptions ; Connectivity/internet issues ; Difficulty innovating,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Interruptions ; Connectivity/internet issues ; Difficulty innovating,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Interruptions ; Lack of appropriate work and meeting spaces ; Problems with audio-visual setup,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Interruptions ; Lack of appropriate work and meeting spaces ; Problems with audio-visual setup,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Interruptions ; Connectivity/internet issues ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Interruptions ; Connectivity/internet issues ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Lack of appropriate work and meeting spaces ; Difficulty innovating ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Lack of appropriate work and meeting spaces ; Difficulty innovating ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Connectivity/internet issues ; Lack of appropriate work and meeting spaces ; Difficulty collaborating with remote colleagues,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Connectivity/internet issues ; Lack of appropriate work and meeting spaces ; Difficulty collaborating with remote colleagues,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Interruptions ; Problems with audio-visual setup ; Difficulty innovating ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Interruptions ; Problems with audio-visual setup ; Difficulty innovating ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Lack of appropriate work and meeting spaces ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues ; Difficulty innovating,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Lack of appropriate work and meeting spaces ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues ; Difficulty innovating,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Connectivity/internet issues ; Problems with audio-visual setup ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Connectivity/internet issues ; Problems with audio-visual setup ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Interruptions ; Lack of appropriate work and meeting spaces ; Difficulty collaborating with remote colleagues ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Interruptions ; Lack of appropriate work and meeting spaces ; Difficulty collaborating with remote colleagues ; Lack of privacy,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the biggest barriers of working this way? - Noisy work environment ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues ; Difficulty innovating,Think about when you worked at your employer’s workplace and some of your colleagues were working remotely. What were the smallest barriers of working this way? - Noisy work environment ; Problems with audio-visual setup ; Difficulty collaborating with remote colleagues ; Difficulty innovating,How strongly do you agree or disagree with the following statements?   - On days when I work remotely I feel better,How strongly do you agree or disagree with the following statements?   - On days when I work remotely I am more active,How strongly do you agree or disagree with the following statements?   - I feel better on days when I see my colleagues in person,Do you manage people as part of your current job?  ,Do employees you manage ever work remotely?  ,How strongly do you agree or disagree with the following statements?    - I have discretion to offer or deny remote work to employees I manage,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me retain employees,How strongly do you agree or disagree with the following statements?    - Offering remote work helps me to recruit employees,How strongly do you agree or disagree with the following statements?    - My team works well together when they work remotely,How strongly do you agree or disagree with the following statements?    - I find it easy to manage employees remotely (e.g. tasking and monitoring progress),How strongly do you agree or disagree with the following statements?    - I find it easy to manage poor performers remotely,How strongly do you agree or disagree with the followi577,1988,Male,More than 5 years,Public Administration and Safety,Clerical and administrative workers - General Clerical Workers,More than 200,Couple with dependent children,Metro,Less than 10% of my time,50% - About half of my time,Less than 10% of my time,50% - About half of my time,80%,Yes,Yes,Less than 10% of my time,80%,Yes,80%,Strongly disagree,Strongly disagree,Strongly disagree,Neither agree nor disagree,Somewhat Positive,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat Positive,They are about the same,Somewhat unlikely,Somewhat unlikely,Very unlikely,2,12,1,1,8,1,12,1,2,8,No,,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat worsened,Stayed about the same,Somewhat improved,Somewhat improved,Significantly worsened,Somewhat improved,Somewhat worsened,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat worsened,Stayed about the same,Noisy work environment,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Interruptions,Connectivity/internet issues,Lack of privacy,Connectivity/internet issues,Interruptions,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Lack of privacy,Difficulty innovating,Noisy work environment,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Interruptions,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Connectivity/internet issues,Noisy work environment,Lack of appropriate work and meeting spaces,Interruptions,Difficulty collaborating with remote colleagues,Difficulty innovating,Somewhat disagree,Somewhat agree,Strongly agree,No,,,,,,,,,,,I’m 30% more productive when working remotely,
578,1960,Female,More than 5 years,Education and Training,Professionals - Education Professionals,Between 5 and 19,Single person,Regional,10%,90%,Rarely or never,100% - All of my time,100% - All of my time,No,No,,,Yes,100% - All of my time,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Negative,Strongly disagree,Strongly disagree,Somewhat agree,Somewhat agree,Strongly agree,Strongly disagree,Somewhat agree,Strongly Positive,They are about the same,Very unlikely,Very unlikely,Very unlikely,0,6,4,3,11,1,6,7,2,8,Yes,0.05,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Difficulty collaborating with remote colleagues,Interruptions,Connectivity/internet issues,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty innovating,Connectivity/internet issues,Noisy work environment,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Noisy work environment,Interruptions,Difficulty collaborating with remote colleagues,Noisy work environment,Difficulty innovating,Difficulty collaborating with remote colleagues,Connectivity/internet issues,Interruptions,Difficulty innovating,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Connectivity/internet issues,Noisy work environment,Lack of privacy,Lack of appropriate work and meeting spaces,Noisy work environment,Problems with audio-visual setup,Strongly agree,Strongly agree,Somewhat disagree,Yes,No,,,,,,,,,,I’m 50% more productive when working remotely (or more),I’m 50% more productive when working remotely (or more)
579,1994,Female,Between 1 and 5 years,Public Administration and Safety,"Professionals - Business, Human Resource and Marketing Professionals",More than 200,Couple with dependent children,Metro,50% - I spent about half of my time remote working,50% - About half of my time,20%,50% - About half of my time,50% - About half of my time,Yes,No,,,Yes,60%,Strongly agree,Somewhat agree,Somewhat agree,Somewhat disagree,Strongly Positive,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Somewhat Positive,Senior leadership,Neither unlikely or likely,Neither unlikely or likely,Neither unlikely or likely,1.5,7,7,0.5,8,0.5,7,7,1.5,8,No,,Significantly improved,Somewhat improved,Significantly improved,Significantly improved,Significantly improved,Somewhat worsened,Not a barrier for me,Stayed about the same,Stayed about the same,Stayed about the same,Somewhat worsened,Significantly improved,Significantly improved,Stayed about the same,Significantly improved,Stayed about the same,Difficulty collaborating with remote colleagues,Noisy work environment,Problems with audio-visual setup,Connectivity/internet issues,Difficulty innovating,Interruptions,Difficulty collaborating with remote colleagues,Lack of privacy,Connectivity/internet issues,Noisy work environment,Problems with audio-visual setup,Noisy work environment,Connectivity/internet issues,Interruptions,Difficulty innovating,Lack of privacy,Connectivity/internet issues,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Interruptions,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Problems with audio-visual setup,Lack of privacy,Difficulty collaborating with remote colleagues,Interruptions,Problems with audio-visual setup,Noisy work environment,Strongly agree,Strongly agree,Somewhat disagree,No,,,,,,,,,,,I’m 10% less productive when working remotely,
580,1981,Female,Between 6 and 12 months,Manufacturing,Technicians and trades workers - Other Technicians and Trades Workers,Between 20 and 199,Couple with dependent children,Metro,10%,I would not have preferred to work remotely,20%,Less than 10% of my time,10%,No,Yes,10%,10%,Yes,30%,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither positive nor negative,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Somewhat agree,Neither agree nor disagree,Somewhat agree,Neither positive nor negative,They are about the same,Neither unlikely or likely,Somewhat likely,Somewhat likely,2,8,2,4,8,0,9,2,5,8,No,,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Stayed about the same,Noisy work environment,Interruptions,Connectivity/internet issues,Lack of privacy,Interruptions,Connectivity/internet issues,Lack of privacy,Difficulty collaborating with remote colleagues,Interruptions,Connectivity/internet issues,Noisy work environment,Interruptions,Problems with audio-visual setup,Interruptions,Lack of appropriate work and meeting spaces,Lack of privacy,Lack of appropriate work and meeting spaces,Noisy work environment,Problems with audio-visual setup,Lack of privacy,Difficulty innovating,Problems with audio-visual setup,Connectivity/internet issues,Lack of privacy,Lack of appropriate work and meeting spaces,Lack of privacy,Problems with audio-visual setup,Difficulty innovating,Neither agree nor disagree,Somewhat agree,Somewhat agree,No,,,,,,,,,,,My productivity is about same when I work remotely,
581,1997,Female,Between 1 and 5 years,"Professional, Scientific and Technical",Professionals - Health Professionals,More than 200,Other one family household,Regional,60%,60%,70%,80%,80%,Yes,Yes,40%,50% - About half of my time,Yes,40%,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Positive,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly Positive,My direct manger(s),Somewhat likely,Somewhat likely,Somewhat likely,2,10,2,2,8,2,10,2,2,8,Yes,0.4,Somewhat improved,Somewhat improved,Somewhat improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,Somewhat improved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat agree,Somewhat agree,Strongly agree,Yes,Yes,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I’m 40% more productive when working remotely,I’m 40% more productive when working remotely
582,1980,Male,More than 5 years,Construction,Technicians and trades workers - Construction Trades Workers,Between 1 and 4,Couple with no dependent children,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,100% - All of my time,80%,No,No,,,No,,Strongly agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Strongly Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly agree,Strongly Positive,Senior leadership,Somewhat likely,Somewhat likely,Somewhat likely,1,8,4,4,7,1,8,4,4,7,No,,Somewhat improved,Somewhat improved,Stayed about the same,Somewhat improved,Somewhat improved,Stayed about the same,Stayed about the same,Somewhat improved,Stayed about the same,Somewhat improved,Significantly improved,Significantly improved,Somewhat improved,Significantly improved,Somewhat improved,Significantly improved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Neither agree nor disagree,Yes,Yes,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,I’m 20% more productive when working remotely,I’m 20% more productive when working remotely
583,1977,Female,More than 5 years,Health Care and Social Assistance,Clerical and administrative workers - Inquiry Clerks and Receptionists,More than 200,Couple with no dependent children,Metro,20%,20%,20%,I would not have preferred to work remotely,I would prefer not to work remotely,No,No,,,No,,Somewhat agree,Somewhat disagree,Somewhat agree,Neither agree nor disagree,Neither positive nor negative,Neither agree nor disagree,Somewhat agree,Neither agree nor disagree,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Neither positive nor negative,They are about the same,Somewhat unlikely,Somewhat unlikely,Neither unlikely or likely,1,8,4.5,2.5,8,1,8,5,2,8,No,,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Not a barrier for me,Somewhat worsened,Not a barrier for me,Stayed about the same,Somewhat worsened,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Somewhat disagree,Neither agree nor disagree,Somewhat agree,No,,,,,,,,,,,My productivity is about same when I work remotely,
584,1986,Female,Between 6 and 12 months,Retail Trade,Sales workers - Sales Representatives and Agents,Between 20 and 199,Couple with dependent children,Metro,50% - I spent about half of my time remote working,I would not have preferred to work remotely,30%,Less than 10% of my time,I would prefer not to work remotely,Yes,Yes,50% - About half of my time,20%,Yes,30%,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat Negative,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Strongly disagree,Somewhat agree,Strongly disagree,Neither positive nor negative,They are about the same,Somewhat likely,Somewhat unlikely,Somewhat unlikely,2,8,2,4,8,3,8,4,3,6,No,,Somewhat improved,Stayed about the same,Significantly worsened,Significantly worsened,Somewhat worsened,Somewhat worsened,Significantly worsened,Somewhat worsened,Stayed about the same,Somewhat worsened,Significantly worsened,Significantly worsened,Stayed about the same,Significantly worsened,Stayed about the same,Stayed about the same,Interruptions,Lack of privacy,Lack of appropriate work and meeting spaces,Lack of privacy,Interruptions,Difficulty innovating,Difficulty collaborating with remote colleagues,Difficulty innovating,Interruptions,Difficulty innovating,Interruptions,Problems with audio-visual setup,Interruptions,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Noisy work environment,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Interruptions,Problems with audio-visual setup,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Connectivity/internet issues,Lack of privacy,Difficulty collaborating with remote colleagues,Lack of appropriate work and meeting spaces,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Neither agree nor disagree,Somewhat disagree,Somewhat agree,No,,,,,,,,,,,I’m 30% less productive when working remotely,
585,1990,Male,More than 5 years,Construction,Technicians and trades workers - Construction Trades Workers,More than 200,Multiple family household,Metro,100% - I spent all of my time remote working,100% - All of my time,100% - I spent all of my time remote working,100% - All of my time,100% - All of my time,Yes,Yes,100% - All of my time,100% - All of my time,Yes,100% - All of my time,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly Positive,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly Positive,My direct manger(s),Very likely,Very likely,Very likely,5,2,3,4,10,16,3,2,1,2,Yes,0.99,Significantly improved,Somewhat improved,Significantly improved,Somewhat improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Significantly improved,Somewhat improved,Significantly improved,Significantly improved,Significantly improved,Somewhat improved,Significantly improved,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Somewhat agree,Strongly agree,I’m 50% more productive when working remotely (or more),I’m 50% more productive when working remotely (or more)
586,1963,Female,Between 6 and 12 months,Education and Training,Clerical and administrative workers - Clerical and Office Support Workers,More than 200,Other one family household,Regional,50% - I spent about half of my time remote working,100% - All of my time,Rarely or never,100% - All of my time,100% - All of my time,No,No,,,Yes,100% - All of my time,Strongly disagree,Strongly disagree,Strongly disagree,Somewhat agree,Neither positive nor negative,Neither agree nor disagree,Somewhat disagree,Neither agree nor disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat Positive,They are about the same,Somewhat unlikely,Neither unlikely or likely,Somewhat unlikely,3,6,4,4,7,0,6,4,6,8,Yes,0.1,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Stayed about the same,Interruptions,Lack of privacy,Connectivity/internet issues,Lack of privacy,Connectivity/internet issues,Difficulty innovating,Connectivity/internet issues,Difficulty innovating,Connectivity/internet issues,Difficulty innovating,Problems with audio-visual setup,Lack of appropriate work and meeting spaces,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Noisy work environment,Lack of privacy,Connectivity/internet issues,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Difficulty innovating,Problems with audio-visual setup,Difficulty innovating,Connectivity/internet issues,Lack of privacy,Interruptions,Difficulty collaborating with remote colleagues,Problems with audio-visual setup,Difficulty innovating,Strongly agree,Neither agree nor disagree,Somewhat disagree,No,,,,,,,,,,,My productivity is about same when I work remotely,
